NOC,Event,Game_Med_Per
CAN,"Art Competitions Mixed Literature, Unknown Event",0
CAN,Cycling Women's Individual Time Trial,0.090909091
MON,Judo Men's Middleweight,0
MON,Bobsleigh Men's Two,0
MON,Athletics Men's 100 metres,0
MON,Bobsleigh Men's Four,0
FRA,Athletics Women's 400 metres,0.230769231
ARG,Rowing Women's Single Sculls,0
USA,"Equestrianism Mixed Jumping, Individual",0.150943396
USA,"Equestrianism Mixed Jumping, Team",0.553571429
LCA,Athletics Men's 100 metres,0
SVK,Figure Skating Mixed Pairs,0
KGZ,Judo Men's Extra-Lightweight,0.5
USA,"Speed Skating Men's 1,000 metres",0.195121951
BLR,"Canoeing Women's Kayak Doubles, 500 metres",0
HUN,Cross Country Skiing Men's 18 kilometres,0
COL,"Wrestling Women's Heavyweight, Freestyle",0
NCA,Judo Men's Heavyweight,0
PUR,Boxing Men's Middleweight,0.2
CUB,"Fencing Men's Foil, Team",0.333333333
CUB,Diving Men's Springboard,0
CUB,Diving Men's Synchronized Springboard,0
PUR,"Wrestling Men's Lightweight, Freestyle",0
PUR,"Wrestling Men's Middleweight, Freestyle",0
PUR,"Wrestling Men's Light-Heavyweight, Freestyle",0.25
ESP,Sailing Women's Skiff,0
CUB,Athletics Men's Triple Jump,0.083333333
RUS,Boxing Men's Light-Heavyweight,0.333333333
GDR,Bobsleigh Men's Two,0.875
GEO,"Wrestling Men's Welterweight, Freestyle",0.2
GRE,"Wrestling Men's Middleweight, Freestyle",0
BRA,Athletics Women's High Jump,0
GER,Weightlifting Men's Middle-Heavyweight,0.2
RSA,"Equestrianism Mixed Jumping, Individual",0
SUI,Cycling Men's Madison,0.333333333
KEN,Athletics Men's 400 metres Hurdles,0.041666667
SUI,Shooting Men's Trap,0
ALG,"Athletics Women's 3,000 metres Steeplechase",0
FRA,"Canoeing Men's Canadian Doubles, 500 metres",0.142857143
RSA,Athletics Men's 4 x 100 metres Relay,0
FRG,Cross Country Skiing Men's 50 kilometres,0
FRA,"Wrestling Men's Welterweight, Freestyle",0.111111111
NED,Tennis Men's Singles,0
NED,Tennis Men's Doubles,0
NED,Sailing Mixed 12 foot,1
NED,Athletics Women's Marathon,0
POL,Judo Men's Half-Heavyweight,0.125
SUI,"Shooting Men's Air Pistol, 10 metres",0
AUT,Alpine Skiing Women's Downhill,0.222222222
VEN,"Shooting Men's Air Pistol, 10 metres",0
GBR,"Cycling Men's Road Race, Team",0.421052632
RHO,Sailing Mixed Two Person Heavyweight Dinghy,0
CAN,Cycling Women's Team Pursuit,1
CAN,Cycling Women's Omnium,0
FRA,"Art Competitions Mixed Architecture, Designs For Town Planning",0.033333333
ITA,Athletics Women's High Jump,0.272727273
BRA,Judo Women's Half-Lightweight,0
CMR,Athletics Women's 4 x 400 metres Relay,0
SUI,"Shooting Mixed Free Rifle, Three Positions, 300 metres",0.25
SUI,"Art Competitions Mixed Architecture, Architectural Designs",0
SUI,"Shooting Women's Air Rifle, 10 metres",0
SUI,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0
SUI,"Shooting Men's Air Rifle, 10 metres",0
SUI,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.037037037
SUI,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.052631579
FRG,"Shooting Mixed Free Pistol, 50 metres",0.166666667
FRG,"Shooting Men's Free Pistol, 50 metres",0
GDR,Athletics Women's Discus Throw,0.384615385
GDR,Handball Men's Handball,0.325581395
GER,Athletics Men's High Jump,0.068965517
USA,Art Competitions Mixed Music,0
GER,Boxing Men's Light-Middleweight,0
GDR,Athletics Men's 800 metres,0
GDR,Athletics Men's Shot Put,0.333333333
GDR,Boxing Men's Light-Welterweight,0
GER,Athletics Men's Hammer Throw,0.173913043
FRG,Athletics Men's Hammer Throw,0.142857143
USA,"Shooting Women's Air Rifle, 10 metres",0.166666667
USA,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.157894737
FRG,Swimming Women's 400 metres Freestyle,0
FRG,Swimming Women's 200 metres Butterfly,0.166666667
TUR,Boxing Men's Middleweight,0.166666667
LIB,Alpine Skiing Men's Downhill,0
TCH,Boxing Men's Flyweight,0
YUG,Athletics Men's Hammer Throw,0.111111111
MAD,Boxing Men's Featherweight,0
RUS,Alpine Skiing Men's Downhill,0
RUS,Alpine Skiing Men's Super G,0
RUS,Alpine Skiing Men's Giant Slalom,0
RUS,Alpine Skiing Men's Combined,0
UKR,Rhythmic Gymnastics Women's Individual,0.454545455
UKR,"Canoeing Men's Canadian Doubles, 500 metres",0
AZE,"Canoeing Men's Canadian Doubles, 1,000 metres",0
ZIM,Diving Women's Springboard,0
ZIM,Diving Women's Platform,0
MLT,"Shooting Women's Air Pistol, 10 metres",0
MLT,"Shooting Women's Sporting Pistol, 25 metres",0
MLT,Cycling Men's 100 kilometres Team Time Trial,0
MLT,Judo Women's Lightweight,0
MLT,Judo Women's Half-Middleweight,0
SUI,Taekwondo Women's Flyweight,0
SRB,Rowing Men's Coxless Pairs,0
IND,Boxing Men's Lightweight,0
THA,Athletics Men's High Jump,0
IND,Athletics Men's 800 metres,0
IND,Sailing Mixed Two Person Dinghy,0
IND,Hockey Women's Hockey,0
THA,Sailing Mixed Two Person Keelboat,0
IND,"Athletics Men's 5,000 metres",0
NEP,Boxing Men's Light-Flyweight,0
IND,Boxing Men's Flyweight,0
IND,Badminton Men's Singles,0
NEP,"Athletics Women's 1,500 metres",0
SWZ,Athletics Men's Marathon,0
THA,Shooting Mixed Trap,0
IND,Rowing Men's Single Sculls,0
PAK,"Wrestling Men's Light-Heavyweight, Freestyle",0
MRI,Weightlifting Men's Middle-Heavyweight,0
IND,"Wrestling Men's Bantamweight, Freestyle",0.1
IND,Gymnastics Men's Individual All-Around,0
IND,Gymnastics Men's Team All-Around,0
IND,Gymnastics Men's Floor Exercise,0
IND,Gymnastics Men's Horse Vault,0
IND,Gymnastics Men's Parallel Bars,0
IND,Gymnastics Men's Horizontal Bar,0
IND,Gymnastics Men's Rings,0
IND,Gymnastics Men's Pommelled Horse,0
THA,"Shooting Women's Air Rifle, 10 metres",0
CAN,"Wrestling Men's Super-Heavyweight, Freestyle",0.285714286
CHN,"Wrestling Men's Light-Heavyweight, Freestyle",0
CHN,Gymnastics Women's Individual All-Around,0.0625
CHN,Gymnastics Women's Team All-Around,0.320754717
CHN,Gymnastics Women's Horse Vault,0.054054054
CHN,Gymnastics Women's Uneven Bars,0.173913043
CHN,Gymnastics Women's Balance Beam,0.108695652
CHN,Athletics Men's Hammer Throw,0
ITA,Sailing Mixed Multihull,0
ARG,Swimming Women's 10 kilometres Open Water,0
AUT,Weightlifting Men's Lightweight,0.25
CHN,Volleyball Men's Volleyball,0
CHN,Athletics Women's Shot Put,0.166666667
BRA,"Fencing Men's epee, Individual",0
ITA,Judo Men's Heavyweight,0
ITA,Cycling Men's Sprint,0.25
ITA,Sailing Mixed 8 metres,0.5
ITA,"Art Competitions Mixed Music, Instrumental And Chamber",0.333333333
ITA,"Art Competitions Mixed Music, Vocals",1
VEN,Tennis Men's Doubles,0
ARG,Cross Country Skiing Men's 15 kilometres,0
ITA,Weightlifting Men's Middleweight,0.428571429
ITA,Gymnastics Women's Team Portable Apparatus,0
ITA,Athletics Men's Long Jump,0.055555556
ITA,Athletics Men's Hammer Throw,0.035714286
ITA,"Fencing Women's Sabre, Individual",0
ITA,"Fencing Women's Sabre, Team",0
ITA,Swimming Women's 200 metres Individual Medley,0
FRA,"Cycling Women's Road Race, Individual",0.074074074
FIN,Sailing Mixed Two Person Dinghy,0.333333333
ITA,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.2
POL,Weightlifting Men's Light-Heavyweight,0.466666667
POL,Weightlifting Men's Middle-Heavyweight,0.4
POL,Swimming Women's 200 metres Backstroke,0
POL,Sailing Women's Windsurfer,0.142857143
POL,Rhythmic Gymnastics Women's Individual,0
POL,"Canoeing Men's Kayak Doubles, 1,000 metres",0.272727273
POL,Basketball Men's Basketball,0
ITA,Skeleton Men's Skeleton,0.142857143
UKR,Athletics Women's 400 metres,0
UKR,Athletics Women's 4 x 400 metres Relay,0
USA,Sailing Mixed 8 metres,0.52173913
BUR,Athletics Men's 100 metres,0
ESP,Athletics Women's Javelin Throw,0
ITA,Military Ski Patrol Men's Military Ski Patrol,0
ROU,"Athletics Men's 3,000 metres Steeplechase",0
BLR,Rowing Women's Coxless Pairs,0.666666667
BLR,Rowing Women's Double Sculls,0
GER,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.16
ISR,Swimming Women's 400 metres Freestyle,0
ISR,Swimming Women's 800 metres Freestyle,0
ISR,Swimming Women's 400 metres Individual Medley,0
LTU,Boxing Men's Featherweight,0
SUI,"Art Competitions Mixed Literature, Dramatic Works",0
SUI,"Art Competitions Mixed Literature, Lyric Works",0
ALG,Weightlifting Men's Heavyweight,0
ALG,Weightlifting Men's Super-Heavyweight,0
IRI,Swimming Men's 100 metres Freestyle,0
URU,Sailing Mixed Two Person Keelboat,0
NGR,"Wrestling Men's Heavyweight, Freestyle",0
MAR,Athletics Women's 400 metres Hurdles,0.333333333
SWE,Swimming Men's 200 metres Individual Medley,0.125
DEN,Curling Women's Curling,0.227272727
NOR,Athletics Men's 110 metres Hurdles,0
NOR,Athletics Men's Pentathlon,0.25
NOR,Athletics Men's Decathlon,0.090909091
GER,Alpine Skiing Women's Downhill,0.108108108
AUT,Luge Mixed (Men)'s Doubles,0.32
GBR,Jeu De Paume Men's Singles,0.222222222
LIE,Athletics Men's Decathlon,0
GER,Swimming Men's 200 metres Freestyle,0
GER,Swimming Men's 4 x 100 metres Freestyle Relay,0.394736842
SUI,Water Polo Men's Water Polo,0
POL,Cross Country Skiing Women's 10 kilometres,0.032258065
POL,Cross Country Skiing Women's 3 x 5 kilometres Relay,0
POL,Cross Country Skiing Women's 5 kilometres,0
USA,Sailing Men's Two Person Dinghy,0.5
KAZ,"Ski Jumping Men's Normal Hill, Individual",0
KAZ,"Ski Jumping Men's Large Hill, Individual",0
AUT,Speed Skating Men's 500 metres,0
AUT,"Speed Skating Men's 1,500 metres",0.027027027
SAA,Rowing Men's Coxless Fours,0
ROT,Athletics Men's 800 metres,0
POL,Athletics Women's 100 metres Hurdles,0.090909091
POL,Cycling Men's Team Sprint,0
AUT,Nordic Combined Men's Sprint,0.25
AUT,"Nordic Combined Men's Normal Hill / 10 km, Individual",0
AUT,"Nordic Combined Men's Large Hill / 10 km, Individual",0.125
FRG,Athletics Men's 4 x 100 metres Relay,0.19047619
FRA,"Wrestling Men's Lightweight, Freestyle",0.133333333
POL,Hockey Women's Hockey,0
POL,Boxing Men's Light-Welterweight,0.363636364
SUI,"Wrestling Men's Featherweight, Greco-Roman",0.125
NOR,Speed Skating Women's 500 metres,0
NOR,"Speed Skating Women's 1,000 metres",0
NOR,"Speed Skating Women's 1,500 metres",0
NOR,"Speed Skating Women's 3,000 metres",0.111111111
POL,"Canoeing Men's Canadian Singles, Slalom",0
POL,"Wrestling Men's Heavyweight, Greco-Roman",0.4
CAN,Rowing Women's Quadruple Sculls,0.5
ESP,Boxing Men's Flyweight,0
EUN,Sailing Mixed Two Person Keelboat,0
GEO,Sailing Mixed Two Person Keelboat,0
USA,Boxing Men's Super-Heavyweight,0.285714286
USA,Weightlifting Men's Light-Heavyweight,0.318181818
GBR,Athletics Women's 80 metres Hurdles,0.105263158
GBR,Athletics Women's Pentathlon,0.181818182
CHI,Boxing Men's Heavyweight,0
CAF,Athletics Men's 400 metres,0
NED,Athletics Women's Long Jump,0
CMR,Boxing Men's Light-Middleweight,0
SLO,Athletics Women's 200 metres,0
TUR,Taekwondo Women's Featherweight,1
MAS,Boxing Men's Light-Flyweight,0
SCG,Swimming Men's 50 metres Freestyle,0
CMR,Judo Men's Half-Lightweight,0
SVK,"Canoeing Men's Canadian Doubles, 500 metres",0
SVK,"Canoeing Men's Canadian Doubles, 1,000 metres",0
EUN,Athletics Women's Marathon,0.333333333
BLR,Athletics Women's Marathon,0
RUS,Athletics Women's Marathon,0.133333333
UZB,"Wrestling Men's Welterweight, Greco-Roman",0
UKR,Rhythmic Gymnastics Women's Group,0
SLO,Athletics Men's Long Jump,0
SLO,Athletics Women's High Jump,0
TUR,Rowing Men's Single Sculls,0
KEN,Boxing Men's Flyweight,0.166666667
KEN,Boxing Men's Light-Flyweight,0
UKR,Biathlon Men's 20 kilometres,0
UKR,Biathlon Men's 4 x 7.5 kilometres Relay,0
UKR,Biathlon Men's 10 kilometres Sprint,0
VEN,Sailing Mixed One Person Dinghy,0
TCH,Cycling Men's 100 kilometres Team Time Trial,0.2
CZE,Athletics Men's Discus Throw,0
CZE,Athletics Men's 50 kilometres Walk,0
NZL,Sailing Mixed Two Person Heavyweight Dinghy,0.222222222
NZL,Sailing Men's Two Person Dinghy,0
FRG,Cross Country Skiing Women's 20 kilometres,0
FRG,Cross Country Skiing Women's 4 x 5 kilometres Relay,0
FRG,Luge Women's Singles,0.230769231
YUG,Cycling Men's 100 kilometres Team Time Trial,0
LTU,Swimming Men's 50 metres Freestyle,0
LTU,Swimming Men's 100 metres Freestyle,0
TCH,"Shooting Women's Air Rifle, 10 metres",0
TCH,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0
CZE,"Shooting Women's Air Rifle, 10 metres",0.2
CZE,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.2
FRA,Diving Men's Springboard,0
FRA,Sailing Mixed 10-20 Ton,0.75
DEN,"Art Competitions Mixed Painting, Paintings",0
IND,Judo Men's Heavyweight,0
USA,Triathlon Men's Olympic Distance,0
USA,Cycling Men's 1/3 mile,0.5
USA,Cycling Men's 1 mile,0.375
USA,Cycling Men's 2 mile,0.6
ARG,Sailing Men's Two Person Dinghy,0.25
UKR,Biathlon Women's 15 kilometres,0.043478261
PUR,"Equestrianism Mixed Three-Day Event, Individual",0
CMR,"Wrestling Men's Light-Heavyweight, Freestyle",0
CAN,Cross Country Skiing Men's 30 kilometres,0
CAN,Cross Country Skiing Men's 10 kilometres,0
CAN,Cross Country Skiing Men's 10/15 kilometres Pursuit,0
UKR,Judo Men's Lightweight,0
UKR,Cross Country Skiing Men's Sprint,0
UKR,Cross Country Skiing Men's Team Sprint,0
UKR,Rowing Men's Quadruple Sculls,0.166666667
UKR,Speed Skating Women's 500 metres,0
UKR,"Speed Skating Women's 1,000 metres",0
TCH,Military Ski Patrol Men's Military Ski Patrol,0
BRA,Sailing Men's Windsurfer,0
GRE,Diving Men's Springboard,0
GRE,Diving Men's Synchronized Springboard,1
FRA,"Athletics Men's Cross-Country, Individual",0
FRA,"Athletics Men's Cross-Country, Team",0.5
ISR,Athletics Men's Marathon,0
UAE,Swimming Men's 200 metres Freestyle,0
UAE,Swimming Men's 100 metres Butterfly,0
MAL,Athletics Men's 400 metres,0
NBO,Athletics Men's Triple Jump,0
MAL,Athletics Men's Long Jump,0
SGP,Weightlifting Men's Bantamweight,0
TCH,"Art Competitions Mixed Sculpturing, Medals And Plaques",0
BEL,Cycling Men's Sprint,0.068965517
ARG,Sailing Mixed 6 metres,0.333333333
IOA,"Shooting Women's Air Rifle, 10 metres",0.5
SCG,"Shooting Women's Air Rifle, 10 metres",0.25
SCG,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.25
AUT,Sailing Men's Two Person Dinghy,0
AUT,Rowing Men's Coxless Fours,0
HUN,"Equestrianism Men's Three-Day Event, Individual",0
HUN,"Equestrianism Men's Three-Day Event, Team",0
BRA,Bobsleigh Men's Four,0
GER,"Art Competitions Mixed Literature, Lyric Works",0.5
NZL,Football Women's Football,0
IND,"Shooting Men's Air Rifle, 10 metres",0.2
GER,Shooting Men's Double Trap,0
CMR,"Wrestling Men's Heavyweight, Freestyle",0
SUI,Freestyle Skiing Men's Moguls,0
BEL,Shooting Mixed Skeet,0
BEL,Athletics Men's Long Jump,0
BEL,Athletics Men's Decathlon,0
LTU,Swimming Men's 4 x 100 metres Freestyle Relay,0
LTU,Swimming Men's 200 metres Freestyle,0
GBR,Swimming Men's 200 metres Backstroke,0
GAB,Athletics Men's 100 metres,0
TUR,"Cycling Men's Road Race, Team",0
AUS,Sailing Mixed 5.5 metres,0.5
GBR,Sailing Mixed 7 metres,1
MON,"Fencing Men's Foil, Individual",0
MON,"Fencing Men's epee, Individual",0
NED,Sailing Mixed One Person Dinghy,0.1875
RSA,"Cycling Men's Road Race, Team",0
GER,Swimming Men's 100 metres Freestyle,0.03125
BDI,Swimming Men's 100 metres Freestyle,0
CAN,Beach Volleyball Men's Beach Volleyball,0.125
DEN,Cross Country Skiing Men's 10 kilometres,0
DEN,Cross Country Skiing Men's 30 kilometres,0
DEN,Cross Country Skiing Men's 10/15 kilometres Pursuit,0
DEN,Cross Country Skiing Men's 50 kilometres,0
YUG,Luge Men's Singles,0
BIH,Luge Men's Singles,0
USA,Swimming Men's 100 metres Butterfly,0.592592593
BEL,Boxing Men's Featherweight,0
IND,"Wrestling Men's Middleweight, Freestyle",0
IND,Boxing Men's Bantamweight,0
POL,Athletics Women's Marathon,0
ROU,"Athletics Women's 5,000 metres",0.2
SRB,Basketball Men's Basketball,1
FIJ,Swimming Women's 50 metres Freestyle,0
FIJ,Swimming Women's 100 metres Freestyle,0
FIJ,Swimming Women's 200 metres Freestyle,0
FIJ,Swimming Women's 100 metres Backstroke,0
FIJ,Swimming Women's 200 metres Individual Medley,0
GBR,Judo Men's Middleweight,0.090909091
LBR,Athletics Men's 100 metres,0
NZL,Rowing Men's Coxed Pairs,0
USA,Alpine Skiing Women's Combined,0.083333333
AUS,"Canoeing Men's Kayak Doubles, 200 metres",0
AUS,"Canoeing Men's Kayak Singles, 200 metres",0
TCH,Alpine Skiing Men's Downhill,0
TCH,Alpine Skiing Men's Super G,0
TCH,Alpine Skiing Men's Giant Slalom,0
TCH,Alpine Skiing Men's Slalom,0
TCH,Alpine Skiing Men's Combined,0
ISL,Cross Country Skiing Men's Sprint,0
ISL,Cross Country Skiing Men's 15 kilometres,0
SWE,Sailing Men's One Person Dinghy,0.285714286
SWE,Sailing Men's One Person Heavyweight Dinghy,0
JOR,Archery Women's Individual,0
TUR,Alpine Skiing Men's Super G,0
KEN,"Athletics Men's 1,500 metres",0.242424242
GRE,"Wrestling Men's Bantamweight, Greco-Roman",0.166666667
TUR,Sailing Men's Windsurfer,0
POL,Rowing Men's Coxed Fours,0.5
SWE,Snowboarding Women's Giant Slalom,0
ARG,Alpine Skiing Women's Super G,0
ARG,Alpine Skiing Women's Combined,0
AUS,Boxing Men's Featherweight,0
FRG,Athletics Men's Shot Put,0
GRE,Athletics Men's 400 metres Hurdles,0
GER,Biathlon Men's 10 kilometres Sprint,0.178571429
GER,Biathlon Men's 12.5 kilometres Pursuit,0.125
GER,Biathlon Men's 15 kilometres Mass Start,0.090909091
GER,Biathlon Men's 20 kilometres,0.166666667
GER,Biathlon Men's 4 x 7.5 kilometres Relay,0.857142857
AUT,"Fencing Men's epee, Individual",0
AUT,"Fencing Men's Foil, Individual",0.023255814
AUS,Gymnastics Men's Individual All-Around,0
AUS,Gymnastics Men's Floor Exercise,0
AUS,Gymnastics Men's Horse Vault,0
AUS,Gymnastics Men's Parallel Bars,0
AUS,Gymnastics Men's Horizontal Bar,0
AUS,Gymnastics Men's Rings,0
AUS,Gymnastics Men's Pommelled Horse,0
HUN,Swimming Women's 400 metres Freestyle,0.105263158
HUN,"Wrestling Men's Light-Flyweight, Freestyle",0
HUN,"Wrestling Men's Flyweight, Freestyle",0
FRA,Table Tennis Men's Singles,0.0625
FRA,Table Tennis Men's Doubles,0.142857143
SUI,Swimming Men's 4 x 100 metres Freestyle Relay,0
MDA,Weightlifting Men's Middleweight,0
GBR,Athletics Women's Discus Throw,0
RUS,Athletics Women's Triple Jump,0.266666667
URS,Athletics Women's Javelin Throw,0.363636364
LAT,Sailing Women's Windsurfer,0
SUI,Athletics Women's High Jump,0
GDR,"Canoeing Men's Kayak Singles, 500 metres",0.666666667
GDR,"Canoeing Women's Kayak Doubles, 500 metres",0.8
GER,Judo Men's Half-Middleweight,0.285714286
SUI,Diving Men's Springboard,0
GER,Sailing Mixed 8 metres,1
ITA,Swimming Women's 400 metres Individual Medley,0.111111111
ARG,"Fencing Men's Foil, Individual",0
ITA,Diving Women's Springboard,0.083333333
DEN,"Rowing Men's Coxed Fours, Outriggers",0.5
ALB,Weightlifting Men's Lightweight,0
JOR,"Equestrianism Mixed Jumping, Individual",0
MGL,Archery Women's Individual,0
IND,Athletics Men's Javelin Throw,0
BAR,Athletics Women's 400 metres,0
BAR,Athletics Women's 4 x 400 metres Relay,0
GBR,Diving Women's Springboard,0.029411765
GBR,Archery Men's Individual,0.037037037
IND,Badminton Women's Singles,0.25
AUS,Table Tennis Women's Singles,0
AUS,Table Tennis Women's Doubles,0
PER,Weightlifting Men's Light-Heavyweight,0
ITA,Archery Men's Individual,0.090909091
ITA,Archery Men's Team,0.5
KEN,"Athletics Women's 3,000 metres Steeplechase",0.222222222
BIH,Alpine Skiing Men's Slalom,0
BIH,Alpine Skiing Men's Combined,0
GRE,Rowing Women's Lightweight Double Sculls,0.2
ZIM,Boxing Men's Lightweight,0
ARU,Swimming Men's 50 metres Freestyle,0
ARU,Swimming Men's 100 metres Butterfly,0
DEN,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0
NEP,Taekwondo Men's Welterweight,0
IND,Boxing Men's Featherweight,0
ARG,Water Polo Men's Water Polo,0
IND,Athletics Women's Heptathlon,0
TUN,Athletics Men's High Jump,0
ALB,Athletics Women's Triple Jump,0
AZE,Rhythmic Gymnastics Women's Group,0
GRE,Swimming Men's 4 x 100 metres Freestyle Relay,0
CAN,Badminton Men's Doubles,0
AUT,Rowing Men's Coxed Fours,0
FRG,Alpine Skiing Men's Giant Slalom,0
